,MW,SLogP,nHBDon,nHBAcc,TopoPSA,nRot,naRing,QED
47,339.1769188000007,3.2459000000000024,0,3,41.81,4,2,0.7908739710529463
48,335.09060589600034,3.2253000000000016,1,5,107.82000000000002,4,3,0.25881539063566716
49,152.033425368,-0.2192200000000002,3,6,102.06,1,1,0.3794922901715132
50,469.01670101600035,5.9803200000000025,1,7,113.56,4,5,0.3493500003692648
51,381.22386899200086,5.392660000000005,2,2,66.43,5,2,0.4125883052950347
52,434.00648454800046,3.380300000000001,3,7,192.57000000000002,5,2,0.3761791812153141
53,371.20313354800084,5.023860000000005,1,3,76.52,7,2,0.3211868855379333
54,364.08930624400045,2.0495,1,4,84.08999999999999,4,2,0.9009575305028555
55,387.1582915320006,3.3327000000000018,3,3,87.30000000000001,6,3,0.5671306000802167
56,264.1296342600002,2.0082,0,3,47.800000000000004,3,1,0.7757499805133256
57,430.93978066000034,4.519880000000002,1,7,140.41,5,3,0.36251457342619986
58,487.10020527600045,5.4082000000000034,2,6,126.71000000000001,6,4,0.24397417587528622
59,413.2202230920008,4.198500000000004,1,5,68.23,7,2,0.7368747307752552
60,396.15460312000056,3.2238000000000016,1,9,135.01,6,4,0.3001419236528086
61,359.0762187840005,3.625980000000003,0,7,119.75999999999999,6,2,0.5795604136228033
62,503.9990693640004,3.895920000000002,2,6,138.31000000000003,7,2,0.5492590380063109
63,518.1359014120005,3.0187000000000017,3,9,169.73,11,3,0.321760617140087
64,411.211111388001,5.2663000000000055,1,3,59.830000000000005,7,1,0.6169604585645255
65,463.1047317360005,2.8112000000000013,2,7,115.21000000000001,6,4,0.45406427600216576
67,329.0454855440003,3.707300000000002,1,4,68.53999999999999,3,3,0.7950262488259333
68,312.0295816440005,2.762100000000001,0,2,38.57000000000001,2,1,0.7753987133126761
69,314.05252681200034,3.586970000000001,2,4,89.69,2,2,0.8326898635644107
70,330.08382694000045,4.440110000000002,1,4,79.26,4,3,0.7194694542880785
71,416.1042073600005,2.38316,2,6,137.07999999999998,5,3,0.6146046330285212
72,350.14528432400067,4.491600000000004,0,3,49.49,5,3,0.6313090679614775
73,324.0254748080004,4.522500000000002,2,1,56.150000000000006,4,2,0.808226610526884
74,268.0800972240003,2.6530000000000005,0,2,38.57000000000001,2,1,0.7617835401980244
75,282.1765844520007,3.0751000000000017,2,2,73.22,2,0,0.6039278125113957
76,402.1691905640006,2.2969,1,5,84.30000000000001,8,3,0.46287650752710274
77,390.0670295120005,4.408440000000003,1,4,76.74,5,3,0.6528820781537562
78,451.15188226000083,5.731100000000006,1,4,88.07000000000001,8,2,0.5170108302933781
79,535.1923111560009,2.3625,3,8,151.90999999999997,9,2,0.2554806343436476
80,268.08816337200034,2.1501,2,4,109.65999999999998,2,1,0.861885328720929
81,289.1215121000004,3.231180000000002,1,3,57.82,3,3,0.8044263899591638
82,318.03603949200044,2.2788000000000004,1,3,58.800000000000004,3,1,0.8649698209058019
83,404.2245972640009,2.5574200000000005,1,4,87.18,5,1,0.4655358667851368
84,336.10225387600036,3.0029000000000012,1,6,83.03,2,4,0.6082792920283437
85,331.10243353200053,1.8468,3,4,140.95999999999998,7,1,0.3075160141308055
86,386.0669492600004,2.649700000000001,0,6,77.43,4,2,0.7548063491181414
87,427.05315353600054,2.7471000000000014,1,4,61.88000000000001,3,2,0.6036230274319654
88,387.2344336760009,5.724760000000006,2,3,79.57,9,2,0.32811591929799183
89,401.1838375840007,3.528500000000002,1,6,77.46000000000001,8,2,0.7292244077588173
90,498.0555429160005,3.507620000000001,2,10,188.81000000000003,7,4,0.2228479574986294
91,397.18239810400075,2.6948000000000008,1,4,76.9,7,2,0.7281078778715117
92,406.0922031960006,5.100940000000004,1,6,121.31,5,4,0.4670576388542726
93,292.15756326000053,3.9219000000000026,1,2,34.03,4,3,0.776646385572973
94,290.1419131960005,4.027740000000002,0,3,34.89,4,3,0.6799765170507375
95,438.08116340800035,3.4188,4,8,184.94,6,3,0.25599321009717674
96,471.12864828000073,4.718420000000004,2,6,124.35999999999999,7,3,0.5206981117635453
97,369.0960852000004,2.07882,2,6,122.01,4,2,0.368198669160932
98,430.0819306280005,4.3881400000000035,1,6,95.2,6,3,0.5792387662793528
99,347.14898980000066,4.346040000000004,1,3,85.88,6,2,0.47588484720193147
100,426.1071845640006,4.758740000000004,1,4,103.1,4,3,0.6541283101807079
101,259.0956912760001,2.9292,2,5,90.41999999999999,4,2,0.5001690369772174
102,318.10044230800037,3.1089400000000014,0,5,65.1,1,4,0.5058482160643631
103,360.0335409560003,3.5646000000000004,3,3,110.52000000000001,4,2,0.5736110535810669
104,332.0797068640003,3.163800000000002,1,6,85.33000000000001,3,4,0.45995454592300455
105,302.0411248720004,3.306400000000002,0,2,38.57000000000001,2,1,0.7740827096623403
106,328.0244962640005,1.7345000000000002,1,3,58.800000000000004,3,1,0.8548467733707564
107,309.1477268480005,4.182820000000003,1,4,68.02000000000001,4,3,0.7845858229635158
108,250.113984196,1.7051999999999998,1,3,58.800000000000004,2,1,0.808392617393708
109,416.10420736000054,2.4104,2,6,137.07999999999998,7,3,0.5692351922527114
111,419.18450628000073,4.029000000000003,3,5,100.55000000000001,7,3,0.536844040140803
112,395.1779814200007,3.238600000000001,3,4,97.30000000000001,6,3,0.43991121842014347
113,277.10489673200044,2.3786000000000005,1,3,66.75999999999999,1,1,0.7842997098876182
114,343.07391027600045,1.6656999999999997,1,7,115.22,5,3,0.7062043949448967
115,341.01974523200045,1.9623999999999997,1,3,67.67,1,1,0.7918582619026345
116,308.07318200400033,3.3562200000000013,1,6,87.53,2,4,0.6166978729798994
117,368.15584900800064,4.445700000000003,2,4,81.65,2,1,0.7583317825546657
118,327.1172110040006,3.5322000000000022,2,3,75.66,6,1,0.3630715921773651
119,344.0830779920004,1.1536999999999993,2,4,112.01,5,1,0.7828279725264548
120,486.06677629600046,4.261700000000002,3,8,184.68,9,3,0.17559481806787636
121,324.0680966240003,3.056400000000001,1,7,96.76,3,4,0.6271217334423368
122,524.1617222360007,4.165420000000003,1,7,119.62,8,3,0.44050876942500855
123,413.1838375840007,3.6726000000000028,1,6,77.46000000000001,6,2,0.7786555312860846
124,436.0938327040005,5.442500000000003,2,5,110.15,6,4,0.30850538295908475
125,373.00620334400037,3.7600000000000025,1,5,77.25,4,3,0.7525877324309685
126,346.0632115760005,4.746300000000004,2,4,113.78999999999999,1,1,0.7180144243671203
127,405.0338753040004,5.561180000000003,1,5,107.00999999999999,4,4,0.27359162995461805
128,380.2099927560008,3.6037000000000026,1,3,58.64000000000001,8,2,0.7611645208496867
129,441.08822294800046,3.563200000000002,1,7,135.51000000000002,8,2,0.4890761384793334
130,400.05177786400037,4.462100000000002,1,5,115.80999999999999,3,4,0.5130894237460917
131,431.08445366400065,3.961020000000002,3,3,87.30000000000001,6,2,0.60427828395803
132,439.1994876480008,4.338540000000004,2,5,109.75,8,3,0.39911927587134044
133,425.1555317240007,1.0571000000000004,3,5,169.26999999999998,4,1,0.3781757496063451
134,470.2351619480009,4.8807000000000045,1,5,96.41,8,2,0.33852625439281697
135,378.09979067600045,3.3888000000000016,1,8,152.56000000000003,7,2,0.44459557890184326
136,486.1856249120009,4.982100000000005,1,5,81.03,8,3,0.2767682553458451
137,486.09192842400057,3.6153400000000024,2,7,162.56000000000003,8,2,0.43070217265923205
138,386.0921013880006,4.659440000000004,1,4,76.74,6,3,0.6232874863777768
139,486.1856249120009,4.982100000000005,1,5,81.03,8,3,0.2767682553458451
140,291.0136185280003,2.4921000000000006,1,5,108.57,3,3,0.8044230653517559
141,329.09647556000056,2.5219000000000005,1,4,76.1,3,1,0.5251190327693418
142,397.1590758160007,3.6206000000000023,1,4,69.06,5,1,0.7646059606679381
143,427.2041961680008,2.634099999999999,1,7,101.21999999999998,8,3,0.5595240747405955
144,280.04054448400035,2.2601200000000006,1,4,92.96,4,2,0.9281254978560177
145,253.019749464,3.189300000000001,1,3,74.41,0,3,0.6252874464079272
146,407.1303625320005,4.660920000000004,0,5,94.85000000000001,4,3,0.3560588705156018
147,298.0139315800004,2.3720000000000008,0,2,38.57000000000001,1,1,0.7352215845612587
148,333.0226419240003,3.7350200000000022,1,4,75.64,2,3,0.7754726717382547
149,434.0570408120004,4.420100000000003,1,4,103.1,4,3,0.6611202445637829
150,290.9966172040002,4.105400000000002,0,4,51.81,2,3,0.713014748908043
151,342.1249428040006,2.8935200000000014,1,6,113.17999999999998,6,1,0.8035840990900235
152,314.0871178160005,0.4986999999999998,2,4,126.17999999999999,2,1,0.47321505648762785
153,282.07529018000025,2.9872000000000005,2,6,101.18,3,3,0.43477958597586946
154,411.10414778400053,5.772400000000004,1,5,92.35,4,5,0.40756889142804076
155,251.097999784,2.562200000000001,1,3,64.79,2,1,0.8188832607964937
156,526.0965351360005,3.303600000000001,1,8,135.43,7,3,0.47331385619922606
157,449.05203359600034,4.9528000000000025,2,3,74.78,4,3,0.5541371786985729
158,474.9828237360002,3.9892000000000003,2,6,113.7,4,3,0.5528375917367527
159,403.07257288400035,2.5177000000000005,2,5,129.59,6,2,0.7109191116487891
160,455.0989837880005,5.097100000000005,2,3,74.78,4,2,0.631035641723119
161,514.1522201720007,1.2295200000000002,1,10,159.14999999999998,8,3,0.34820797754911703
162,316.1721677680007,3.110520000000002,1,3,72.61000000000001,2,1,0.5169546131022063
163,224.032087976,0.0777000000000001,3,4,111.89999999999999,3,1,0.6696931309843897
164,298.10659030800036,1.7649999999999997,4,5,106.31,4,2,0.5101575974395987
165,450.04728256400034,4.347800000000002,2,4,87.67,4,3,0.5797736782859859
166,179.001693712,-1.5685000000000002,0,2,66.32000000000001,1,1,0.4890014744247217
167,306.03756728000025,0.5781999999999998,4,8,149.2,1,0,0.4056251035715476
168,416.02593574400055,4.378440000000003,1,4,76.74,5,3,0.6239919169772424
169,262.00799490400016,2.757600000000001,1,5,82.4,1,3,0.5417171819162392
170,429.0469482160004,3.808200000000002,2,4,84.01,5,2,0.7093383100686098
171,447.12691278800054,5.275600000000003,1,4,51.46000000000001,5,3,0.42808212983035
172,447.12691278800054,5.275600000000003,1,4,51.46000000000001,5,3,0.42808212983035
173,447.12691278800054,5.275600000000004,1,4,51.46,5,3,0.42808212983035
174,447.12691278800054,5.275600000000004,1,4,51.46,5,3,0.42808212983035
175,348.0512991960003,2.5468000000000006,2,6,89.38000000000001,4,2,0.6543941230816153
176,399.16818752000063,3.2825000000000015,1,6,77.46000000000001,6,2,0.8033253626257923
177,408.04814546400047,4.322540000000003,2,7,141.54000000000002,5,3,0.6530607689073391
178,326.06511942000026,2.2014999999999993,3,7,138.48000000000002,3,3,0.4950087235405205
179,285.0749558320003,2.0643000000000002,2,5,104.83000000000001,4,2,0.5092512201833062
180,375.1252771520006,2.52252,2,5,107.98,4,2,0.8553377322020634
181,229.897208784,2.6931000000000003,1,2,38.379999999999995,0,0,0.5054966710603571
182,336.0584988800003,4.5085000000000015,2,2,40.46,2,2,0.7924925834243138
183,246.0640568,1.4546999999999999,3,5,95.06,3,2,0.5639304722943178
184,332.07970686400034,3.3031000000000015,1,5,84.81,3,4,0.4606371809244177
185,340.0299968640004,2.1398,2,7,164.31,5,2,0.4894012732642214
186,495.0422470680005,4.367300000000003,2,7,134.88000000000002,9,2,0.3920839287877792
187,373.05778154400036,3.3036200000000004,2,6,126.42,5,3,0.40272302302435864
188,419.1229686440005,2.7712000000000003,2,7,135.82,8,3,0.3273201638040374
189,385.04258885200045,3.339800000000001,1,3,61.77,4,2,0.6473426914432837
190,352.09716849600034,2.7084,2,5,88.60000000000001,4,3,0.5581155451819301
191,434.1226342960005,3.081800000000001,3,7,143.16,8,3,0.2823926749048327
192,387.1582915320006,3.727400000000002,3,4,90.78999999999999,6,3,0.4446037183661225
193,361.0465481640003,2.7833000000000014,1,6,103.06,4,2,0.5120667681862132
194,352.9469742160002,3.1827000000000014,1,5,112.83999999999999,4,2,0.5198976864127004
195,452.08242636000057,3.121800000000002,2,8,178.82999999999998,9,2,0.337985800189545
196,346.9905532800003,3.1212000000000018,1,4,84.6,4,2,0.5233730189734895
197,481.02659700400045,3.9772000000000016,2,7,134.88000000000002,8,2,0.43283484871047895
198,273.1048164800004,2.0490199999999996,2,4,86.33000000000001,3,2,0.5103904165497976
199,369.89525169600023,3.568500000000001,1,3,54.6,3,2,0.661905028380694
200,337.1426414680006,3.339100000000002,2,4,75.71000000000001,6,3,0.5349390970685499
201,414.0553390200004,3.2997000000000014,2,5,108.9,6,3,0.47699117677913466
202,419.1481207720006,3.1822000000000017,3,6,109.25,8,3,0.38380118016594433
203,368.06309149600037,3.870300000000002,1,5,95.99999999999999,5,3,0.3217024997148706
204,364.9404493560003,3.335000000000001,1,7,122.99999999999999,3,3,0.5714994490043118
205,389.13755608800057,3.1736000000000013,3,5,100.02,7,3,0.4267923797249484
206,378.0883534000004,3.7512000000000016,2,4,83.44999999999999,5,3,0.5235317867656291
207,323.09060589600034,1.483,3,5,117.92,3,3,0.6326292057909291
209,375.06939791200034,4.003900000000002,1,3,42.230000000000004,1,3,0.516066670421641
210,441.2151377120008,4.164600000000004,1,6,77.46000000000001,6,2,0.7252653657310504
211,489.2151377120008,5.066300000000005,1,6,77.46000000000001,7,3,0.49961556533067464
212,481.17122221200066,4.461000000000004,1,6,77.46000000000001,6,2,0.6566678830908793
213,427.2358731560009,4.444500000000004,1,5,68.23,7,2,0.7073285823884691
214,409.22530847200085,4.709800000000005,1,4,59.0,5,2,0.7769846718445627
215,425.2202230920008,4.546100000000004,1,5,68.23,6,2,0.7356194944028224
216,439.2358731560009,4.936200000000005,1,5,68.23,7,2,0.662101320230735
217,395.2096584080008,4.455820000000004,1,4,59.0,4,2,0.8305952838958512
218,395.2096584080008,4.455820000000004,1,4,59.0,4,2,0.8305952838958512
219,473.2202230920008,5.939700000000007,1,5,68.23,6,3,0.47990016437576205
220,431.2096584080008,5.3006000000000055,1,4,59.0,4,3,0.6089580171669328
221,427.2358731560009,4.444500000000004,1,5,68.23,7,2,0.7073285823884691
222,401.2354792320009,5.880320000000006,1,2,40.540000000000006,4,3,0.5929099776665462
224,397.1889229640007,3.910000000000003,1,5,68.23,5,2,0.8285219834053675
225,397.1889229640007,3.910000000000003,1,5,68.23,5,2,0.8285219834053678
226,443.2096584080008,5.568400000000006,1,4,59.0,5,3,0.5602080971198267
227,441.2151377120008,4.221600000000004,0,6,66.46000000000001,7,2,0.6409811336361425
228,465.2126931000008,5.454700000000006,1,4,59.0,6,2,0.6160540650760762
229,431.1863361200008,5.089300000000005,1,4,59.0,6,2,0.6916377503760089
230,411.2409585360009,4.7443200000000045,1,4,59.0,6,2,0.745591183241614
231,427.2358731560009,4.444500000000004,1,5,68.23,7,2,0.7073285823884691
232,427.2358731560009,4.444500000000004,1,5,68.23,7,2,0.7073285823884691
233,427.19948764800074,4.062700000000003,1,6,77.46000000000001,6,2,0.7491326669810929
234,401.1838375840007,3.5764000000000022,2,6,86.25000000000001,9,2,0.6249156743946535
235,435.16818752000063,4.607220000000003,2,6,86.25000000000001,7,3,0.5638385064437009
236,427.19948764800074,4.061100000000003,1,6,77.46000000000001,6,2,0.7491808534816378
237,427.19948764800074,3.918600000000003,1,6,77.46000000000001,6,2,0.7530551650468856
238,441.2151377120008,4.3087000000000035,1,6,77.46000000000001,6,2,0.7199334350213693
239,443.1944022680007,3.2959000000000014,1,7,86.69000000000001,6,2,0.7330904513454269
240,427.0676836600004,4.214000000000003,1,3,65.99,5,2,0.7276483088875084
241,506.0346671920003,4.628080000000002,1,4,89.78,5,2,0.600288604584724
242,506.0346671920003,4.628080000000002,1,4,89.78,5,2,0.600288604584724
243,506.0346671920003,4.628080000000002,1,4,89.78,5,2,0.600288604584724
244,495.05506828800037,5.064820000000004,1,3,65.99,5,2,0.5902157035006579
245,499.0299964120003,4.895500000000003,1,3,65.99,5,2,0.5963342728711353
246,482.0346671920003,4.1514000000000015,1,4,78.88,5,2,0.6506743213850991
247,445.0394182240003,3.859700000000002,1,3,65.99,5,1,0.7009351149941231
248,495.05506828800037,4.897500000000003,1,3,65.99,6,2,0.5807293657383789
249,443.06259828000043,3.1864000000000017,2,4,86.22,6,2,0.6727936293480427
250,457.0782483440005,3.8405000000000022,1,4,75.22,7,2,0.6420976640664402
251,505.04523396400043,3.2387000000000015,1,5,108.50999999999999,7,2,0.5838484137800376
252,484.0891473760005,3.3302000000000023,2,4,95.09,7,2,0.59078476540273
253,471.05751290000035,3.668800000000002,2,4,103.28999999999999,7,2,0.6013873961091428
254,495.05506828800037,5.146500000000003,1,3,65.99,6,2,0.5647280473765046
255,489.08333372400045,5.394300000000004,1,3,65.99,6,3,0.4724475244546509
256,495.05506828800037,5.4105000000000025,0,3,54.99,6,2,0.5039360122120168
257,359.04391352400035,3.142400000000002,1,3,83.06,5,2,0.8899826490476216
258,358.05989793600037,2.543100000000001,1,3,88.85,5,2,0.8918878604794961
259,394.0268835560003,2.0916000000000006,1,4,114.29999999999998,5,2,0.8396783970816343
260,427.0676836600004,4.214000000000003,1,3,65.99,5,2,0.7276483088875084
261,445.0724326040003,5.207900000000002,1,2,40.540000000000006,4,2,0.6571596493643119
262,363.06939791200034,4.251100000000002,2,2,49.33,3,2,0.8013265046628048
263,431.0567825400003,5.269900000000003,2,2,49.33,3,2,0.6510861182342209
264,477.02516721600034,3.522920000000001,3,6,145.01,5,2,0.5714668257830495
265,557.0289055120005,6.927700000000004,1,5,116.92999999999999,8,4,0.2380433620357715
266,541.0584560520006,6.413400000000005,1,5,116.92999999999999,8,4,0.26120259631213305
267,541.0584560520006,6.413400000000005,1,5,116.92999999999999,8,4,0.26120259631213305
268,575.0848130320005,6.778800000000005,1,5,116.92999999999999,8,4,0.18561471320875647
269,496.1490493760008,5.547900000000006,1,6,129.82,8,3,0.4129321074643362
271,524.0631268320005,5.669300000000004,1,6,129.82,8,4,0.2996875854672939
272,524.0631268320005,5.669300000000004,1,6,129.82,8,4,0.2996875854672939
273,524.0631268320005,5.669300000000004,1,6,129.82,8,4,0.2996875854672939
274,515.0973481520006,4.887580000000004,1,7,153.60999999999999,8,4,0.33410398547151704
275,547.1599484080008,5.077500000000005,1,7,133.06,10,4,0.2783736049478918
276,534.0919284240006,4.714100000000004,2,7,167.12,9,4,0.2973317315957649
278,558.0241544800006,6.322700000000004,1,6,129.82,8,4,0.2551085713824442
279,558.0241544800006,6.322700000000004,1,6,129.82,8,4,0.2551085713824442
280,542.0537050200005,5.808400000000003,1,6,129.82,8,4,0.28362323893389
281,542.0537050200005,5.808400000000004,1,6,129.82,8,4,0.2836232389338899
282,489.10685021600057,5.620900000000004,1,5,116.92999999999999,8,4,0.32581853965967805
283,523.0678778640006,6.274300000000005,1,5,116.92999999999999,8,4,0.2757416006236024
284,514.1020991840006,5.492580000000005,1,6,140.72,8,4,0.3130924436088734
286,310.04458430800037,2.1178999999999997,1,5,112.74999999999999,5,2,0.9174849035554979
287,324.0602343720004,2.4263200000000005,1,5,112.74999999999999,5,2,0.9162112360371379
288,392.12283462800065,4.165600000000003,1,5,112.74999999999999,6,2,0.8005356404954646
289,386.0758844360005,3.784900000000002,1,5,112.74999999999999,6,3,0.6993264211430551
290,420.0369120840005,4.4383000000000035,1,5,112.74999999999999,6,3,0.6391775388132004
291,420.0369120840005,4.4383000000000035,1,5,112.74999999999999,6,3,0.6391775388132004
292,420.0369120840005,4.4383000000000035,1,5,112.74999999999999,6,3,0.6391775388132004
293,453.9979397320004,5.091700000000003,1,5,112.74999999999999,6,3,0.5618201927946069
294,453.9979397320004,5.091700000000003,1,5,112.74999999999999,6,3,0.5618201927946069
295,453.9979397320004,5.091700000000003,1,5,112.74999999999999,6,3,0.5618201927946069
296,400.09153450000053,4.093320000000003,1,5,112.74999999999999,6,3,0.6760011736523204
297,414.10718456400065,4.347300000000003,1,5,112.74999999999999,7,3,0.6236391307695265
298,428.12283462800065,4.908300000000004,1,5,112.74999999999999,7,3,0.5801445115387115
299,476.12283462800065,5.375700000000005,1,5,112.74999999999999,8,4,0.37063813393472234
300,478.1020991840006,5.577200000000004,1,6,121.97999999999999,8,4,0.35745001240900515
301,444.0813637400005,3.571500000000002,1,7,139.04999999999998,7,3,0.559077026137233
302,428.08644912000057,3.9875000000000025,1,6,129.82,7,3,0.5745461644812621
303,442.1020991840006,4.377600000000004,1,6,129.82,8,3,0.5227669225492145
304,299.9890893000003,4.465400000000002,1,3,70.23,3,2,0.9087333529072901
305,328.0203894280004,5.101500000000002,1,3,70.23,4,2,0.8475874451543628
306,368.0516895560005,6.025800000000003,1,3,70.23,4,2,0.715367466892933
307,362.00473936400033,5.298100000000002,1,3,70.23,4,3,0.683638762297363
308,395.96576701200024,5.951500000000003,1,3,70.23,4,3,0.590639579571807
309,386.99998833200027,5.169780000000002,1,4,94.02,4,3,0.6706636776473005
310,439.98228966800036,4.701600000000003,1,5,112.74999999999999,5,3,0.6228361838165275
311,453.9979397320004,5.091700000000003,1,5,112.74999999999999,6,3,0.5618201927946069
312,468.0135897960005,5.481800000000003,1,5,112.74999999999999,7,3,0.4971833182541649
313,468.0135897960005,5.4802000000000035,1,5,112.74999999999999,6,3,0.5188333303325994
314,508.0448899240007,6.404500000000004,1,5,112.74999999999999,6,3,0.4170457361337286
315,454.9931887000005,4.206200000000003,2,5,124.77999999999999,6,3,0.5819778206459687
316,469.00883876400053,4.5484000000000036,1,5,115.99,6,3,0.5735520974103775
317,540.244664012001,6.740600000000007,1,4,74.86,12,4,0.21610041185582546
318,490.1537983200007,4.970000000000004,2,4,83.64999999999999,9,3,0.4442204179122341
319,490.1537983200007,5.334800000000004,2,4,83.64999999999999,9,3,0.424967317632094
320,532.2007485120008,6.139300000000006,1,4,74.86,11,3,0.3222577559026519
321,524.1148259680007,5.988200000000005,2,4,83.64999999999999,9,3,0.36047220929812185
322,514.1537983200006,5.8776000000000055,1,4,76.55,8,4,0.3194696160156016
323,446.16641369200073,4.858800000000004,1,4,76.55,8,4,0.4203142704893864
324,464.1569918800007,4.997900000000004,1,4,76.55,8,4,0.39912539909956435
325,480.1274413400007,5.512200000000005,1,4,76.55,8,4,0.3611537836707737
326,471.16166266000073,4.7304800000000045,1,5,100.34,8,4,0.4020971995455739
327,504.2082785040009,5.646000000000005,1,5,85.78,10,4,0.3029364528703534
328,514.1537983200006,5.8776000000000055,1,4,76.55,8,4,0.3194696160156016
329,514.1537983200006,5.8776000000000055,1,4,76.55,8,4,0.3194696160156016
330,514.0884689880006,6.165600000000006,1,4,76.55,8,4,0.30546061135307784
331,514.0884689880006,6.165600000000006,1,4,76.55,8,4,0.30546061135307784
332,464.21336388400084,5.073600000000005,1,4,74.86,11,3,0.43005705834766444
333,478.2290139480009,5.382020000000005,1,4,74.86,11,3,0.40168813393143943
334,492.24466401200095,5.636000000000006,1,4,74.86,12,3,0.355516118841912
336,532.2007485120008,6.092400000000007,1,4,74.86,11,3,0.32450849618296246
337,548.270878760001,6.395000000000007,1,5,84.09,13,3,0.2676984194370948
338,339.1474674800007,3.7833000000000023,1,1,29.1,2,2,0.8289317390343701
339,307.1936144200007,5.287900000000005,1,1,29.1,2,2,0.8023697208593908
340,374.0936426760004,3.0754200000000003,2,5,109.77000000000001,5,3,0.6684628305882451
341,457.0975381800006,3.6445000000000016,2,8,126.92999999999999,10,3,0.20842391455038284
342,460.1585472640006,4.329900000000004,1,3,43.78,4,2,0.6913317265731054
344,340.2402302640009,6.450700000000007,2,2,40.46,6,2,0.6340293135775963
345,460.10929274000057,5.107600000000003,2,5,113.85999999999999,3,4,0.44209426421197573
349,402.1038134360005,4.773900000000003,1,3,74.86,4,4,0.534482372448803
350,492.13550748800066,5.607920000000005,2,6,123.08999999999997,8,4,0.24411403993381858
351,435.1252771520006,3.5297000000000027,1,4,95.16999999999999,4,3,0.6792679710006513
354,389.14092721600065,1.4304000000000001,1,5,87.33,6,2,0.8086563384908232
355,400.08816337200045,4.873300000000002,2,3,83.64999999999999,4,4,0.512974594534202
356,456.11437812000054,4.851700000000004,1,4,91.93,6,4,0.4204992057839984
360,467.1514919000007,4.967700000000004,2,5,113.19000000000001,5,3,0.5513635710076643
362,401.14092721600065,2.1090999999999993,1,4,95.16999999999999,4,2,0.850118573298952
364,394.0987280560005,3.8233000000000024,1,4,91.93,5,3,0.6669515630246822
366,408.1507636280007,4.918200000000004,1,3,74.86,4,3,0.6663854741461323
367,408.1507636280007,4.918200000000004,1,3,74.86,4,3,0.6663854741461323
369,396.11437812000054,3.307000000000002,1,4,84.09,6,3,0.6936324041181184
372,565.1453609640007,3.321200000000003,2,9,180.06999999999996,11,4,0.26147337305858226
373,539.1602806680007,6.220100000000006,2,7,114.21,9,4,0.19395819862541566
374,506.1082471840006,4.410720000000004,1,7,159.94,5,3,0.510910565484886
375,542.0541609240004,2.1071,3,7,182.56,5,3,0.4153555989483648
376,380.0927700840005,4.270200000000003,2,3,81.42,6,3,0.6695756017947169
377,406.03902026000037,3.4117000000000024,2,5,120.00999999999999,6,3,0.6510320408537291
378,480.2049073760007,6.900040000000008,2,6,83.64000000000001,7,4,0.28187981299157644
379,582.1242911720007,3.4754000000000023,2,9,183.29999999999998,9,3,0.36435734533498826
380,472.1602827560008,4.319300000000002,3,6,164.79000000000002,5,3,0.5093475413088875
381,590.1406099320008,3.2243000000000004,2,9,191.03,11,4,0.15314241819929686
382,452.08088507200057,3.1977,2,6,133.17,7,2,0.49054938586603214
383,431.0609626440004,2.2681000000000004,2,5,143.39999999999998,5,3,0.6406863455605625
384,415.10069804000045,4.876900000000002,1,3,42.23,3,3,0.4896918110413974
385,361.0537478480003,3.993500000000001,2,2,53.09,1,3,0.5086635922168933
386,403.10069804000045,5.047800000000003,1,3,42.230000000000004,2,3,0.4808566424616306
387,403.10069804000045,4.876900000000004,1,3,42.230000000000004,3,3,0.5005837114992246
388,335.2249145480008,6.077600000000006,0,2,22.0,8,3,0.361141994387464
389,431.13199816800056,5.575420000000004,1,3,42.230000000000004,4,3,0.4332582670847913
390,451.0773757520004,5.9204000000000025,1,3,42.230000000000004,4,3,0.394995051492107
391,485.1037327320004,6.285800000000004,1,3,42.230000000000004,4,3,0.34899961723095274
392,433.1112627240005,4.9726000000000035,2,4,62.46000000000001,4,3,0.45113296900831634
393,477.1102213440007,4.806600000000005,0,5,116.52,9,3,0.4435198850299711
394,477.1102213440007,4.806600000000005,0,5,116.52,9,3,0.4435198850299711
395,492.1211203760007,4.774600000000004,1,5,128.55,10,3,0.4416841243151549
396,492.1211203760007,4.774600000000004,1,5,128.55,10,3,0.4416841243151549
397,492.1211203760007,4.774600000000005,1,5,128.55,10,3,0.44168412431515475
398,442.1384846920007,4.502000000000003,1,4,117.08999999999999,9,3,0.5296646384763518
399,470.1697848200008,5.104900000000005,0,4,94.31,9,3,0.43690189159225123
400,428.1592201360007,4.861800000000004,1,4,100.02,9,3,0.5291966197927791
401,416.12283462800065,4.091400000000004,1,4,106.86,8,3,0.6011737195726214
402,415.1388190400006,4.380300000000004,1,5,112.90999999999998,8,3,0.5922413727935263
403,425.12316897600056,4.669780000000004,0,5,110.67999999999999,8,3,0.5255840824434166
404,401.12316897600056,4.193100000000004,0,5,99.78,8,3,0.5676153395158527
405,418.1384846920007,5.007940000000005,0,5,100.03,8,3,0.5158768582535638
406,478.10547031200076,4.2016000000000036,0,6,129.41,9,3,0.46013454718344693
407,471.15380040800073,4.745100000000004,0,4,88.28,9,3,0.4516952934638399
408,471.15380040800073,4.745100000000005,0,4,88.28,9,3,0.4516952934638399
409,472.1490493760008,4.140100000000004,0,5,101.16999999999999,9,3,0.4672958895209495
410,472.1490493760008,4.140100000000004,0,5,101.16999999999999,9,3,0.4672958895209495
411,473.14429834400073,3.5351000000000026,0,6,114.06,9,3,0.4715559886843036
