,MW,SLogP,nHBDon,nHBAcc,TopoPSA,nRot,naRing,QED
37,387.0808254960005,4.347020000000003,1,5,82.7,3,3,0.7255838994361294
38,388.1423071200005,4.780300000000004,2,5,84.59,6,4,0.49650175541783587
39,472.16680761600077,3.3310200000000023,1,7,116.11,11,3,0.4559994948178633
40,316.10679064000055,3.549820000000002,0,3,66.81,3,2,0.7997223562426968
41,539.1427741200008,2.596,3,7,135.64,8,2,0.4374229602576414
42,297.1113413400004,1.8696700000000002,3,4,83.44,3,2,0.5963481524729454
43,389.12316897600067,2.985500000000002,2,3,115.89999999999999,4,2,0.7865113893971765
44,427.19948764800074,3.918600000000003,1,6,77.46000000000001,6,2,0.7530551650468856
45,341.13286106800064,3.7782000000000027,2,3,75.66,5,1,0.4859493802800985
46,382.0987280560005,3.7948000000000013,2,5,113.28999999999999,6,2,0.7391822127053566
